date,department,new_inpatient_admissions,new_outpatients,new_icu_admissions,post_op_complications,complications_rate,avg_length_of_stay,patients_per_doctor,consultations_per_shift,patient_satisfaction_score,bed_occupancy,diagnosis_name,diagnosis_inpatient_volume,diagnosis_outpatient_volume,diagnosis_cost,readmissions,readmission_rate,nurse_to_patient_ratio,ot_slots_available,ot_slots_used,ot_utilization_rate,ed_visit_volume,ed_wait_time
29-Jan-2025,Nephrology,4,0,0,0,0,4.3,20,7,4,66,Renal Calculi,4,0,36444,1,25,0.22,0,0,0,17,43
29-Jan-2025,Nephrology,0,25,0,0,0,1.8,21,11,3.55,70,Follow-up Nephropathy,0,25,45000,0,0,0.22,0,0,0,22,9
29-Jan-2025,Neurology,6,0,0,1,16.67,5.7,21,5,3.88,89,Stroke,6,0,77826,1,16.67,0.26,0,0,0,18,42
29-Jan-2025,Neurology,8,23,0,1,12.5,5.8,28,12,3.54,88,Epilepsy,8,23,130456,0,0,0.33,0,0,0,15,32
29-Jan-2025,Neurology,0,36,0,0,0,1.1,20,11,4.39,70,Migraine,0,36,79200,0,0,0.22,0,0,0,5,56
29-Jan-2025,Neurology,0,13,0,0,0,1.9,12,12,4.84,88,Neuropathy,0,13,28600,0,0,0.28,0,0,0,21,35
29-Jan-2025,Neurology,5,0,0,1,20,3.6,23,11,3.8,93,Meningitis,5,0,48655,1,20,0.28,0,0,0,19,42
29-Jan-2025,Neurology,0,15,0,0,0,1,18,11,4.44,89,Parkinsonism,0,15,33000,0,0,0.25,0,0,0,14,26
29-Jan-2025,Gynecology & OBG,18,0,3,1,5.56,5.3,13,12,4.74,71,Normal Delivery,18,0,130212,1,5.56,0.27,14,14,100,21,31
29-Jan-2025,Gynecology & OBG,19,0,2,1,5.26,4.5,22,12,4.33,74,C-Section,19,0,169309,0,0,0.32,12,12,100,6,28
29-Jan-2025,Gynecology & OBG,0,30,0,0,0,1.8,28,4,4.6,85,PCOS,0,30,60000,0,0,0.32,5,0,0,18,15
29-Jan-2025,Gynecology & OBG,0,10,0,0,0,1.8,26,4,4.5,69,Antenatal Checkup,0,10,20000,0,0,0.24,10,10,100,17,12
29-Jan-2025,Gynecology & OBG,17,0,2,0,0,6.3,18,4,4.11,74,Fibroid Uterus,17,0,200855,0,0,0.16,12,1,8.33,16,49
29-Jan-2025,Gynecology & OBG,0,13,0,0,0,0.9,12,11,4.46,94,Menstrual Disorder,0,13,26000,0,0,0.31,13,8,61.54,6,41
29-Jan-2025,Pediatrics,9,13,1,1,11.11,4.8,17,7,4.13,75,Asthma,9,13,100630,1,11.11,0.19,0,0,0,53,110
29-Jan-2025,Pediatrics,0,25,0,0,0,1.3,23,7,3.9,79,Fever,0,25,40000,0,0,0.23,0,0,0,29,55
29-Jan-2025,Pediatrics,5,6,0,0,0,5,18,11,3.87,81,Diarrhea,5,6,43200,0,0,0.2,0,0,0,45,120
29-Jan-2025,Pediatrics,7,0,0,1,14.29,3.3,25,7,3.71,91,Pneumonia,7,0,60529,1,14.29,0.19,0,0,0,81,50
29-Jan-2025,Pediatrics,16,0,1,0,0,4,17,10,4.71,68,Malnutrition,16,0,108400,1,6.25,0.2,0,0,0,54,74
29-Jan-2025,Pediatrics,0,42,0,0,0,1.4,28,7,4.86,89,Anemia,0,42,67200,0,0,0.22,0,0,0,30,60
29-Jan-2025,Orthopedics,11,0,1,0,0,6.5,18,7,4.07,67,Fracture,11,0,148203,0,0,0.25,8,3,37.5,23,30
29-Jan-2025,Orthopedics,0,28,0,0,0,1.3,16,8,4.6,69,Osteoarthritis,0,28,58800,0,0,0.24,6,0,0,12,44
29-Jan-2025,Orthopedics,0,17,0,0,0,1.6,23,8,3.81,95,Back Pain,0,17,35700,0,0,0.22,9,9,100,7,57
29-Jan-2025,Orthopedics,18,0,1,2,11.11,3.1,15,12,3.58,95,Joint Replacement,18,0,271638,2,11.11,0.19,7,1,14.29,11,21
29-Jan-2025,Orthopedics,11,8,2,1,9.09,7.3,22,11,3.54,82,Sports Injury,11,8,177180,1,9.09,0.25,9,7,77.78,14,24
29-Jan-2025,Orthopedics,15,0,1,2,13.33,3.2,19,11,4.68,70,Spinal Disorder,15,0,214665,1,6.67,0.17,15,3,20,17,48
29-Jan-2025,Cardiology,8,0,0,0,0,6.1,14,5,3.84,89,Myocardial Infarction,8,0,148888,1,12.5,0.18,0,0,0,31,74
29-Jan-2025,Cardiology,19,0,1,2,10.53,5.9,18,4,3.98,65,Heart Failure,19,0,318174,1,5.26,0.22,0,0,0,35,47
29-Jan-2025,Cardiology,10,24,0,0,0,6.4,28,12,4.36,91,Arrhythmia,10,24,242610,1,10,0.26,0,0,0,38,40
29-Jan-2025,Cardiology,0,14,0,0,0,1.4,23,9,3.83,69,Hypertension,0,14,35000,0,0,0.3,0,0,0,88,117
29-Jan-2025,Cardiology,0,11,0,0,0,0.6,20,6,3.56,79,Stable Angina,0,11,27500,0,0,0.29,0,0,0,44,16
29-Jan-2025,Cardiology,0,28,0,0,0,1.8,20,4,3.79,66,Dyslipidemia,0,28,70000,0,0,0.24,0,0,0,67,22
29-Jan-2025,Pulmonology,7,0,0,1,14.29,4.8,27,6,3.79,67,COPD,7,0,49497,1,14.29,0.28,0,0,0,34,43
29-Jan-2025,Pulmonology,6,0,0,0,0,5.4,19,7,4.78,65,Pneumonia,6,0,64638,0,0,0.26,0,0,0,40,52
29-Jan-2025,Pulmonology,6,22,0,0,0,4.4,14,5,4.42,92,Asthma,6,22,106454,0,0,0.22,0,0,0,57,68
29-Jan-2025,Pulmonology,0,44,0,0,0,1.5,25,7,4.27,88,Bronchitis,0,44,74800,0,0,0.24,0,0,0,45,48
29-Jan-2025,Pulmonology,5,0,0,0,0,3.6,13,12,3.58,94,Tuberculosis,5,0,38950,1,20,0.31,0,0,0,88,47
29-Jan-2025,Pulmonology,0,43,0,0,0,1.2,25,5,4.56,70,Allergic Rhinitis,0,43,73100,0,0,0.18,0,0,0,81,30
30-Jan-2025,General Medicine,17,0,3,0,0,6.1,16,6,4.42,78,Sepsis,17,0,127772,1,5.88,0.18,0,0,0,52,13
30-Jan-2025,General Medicine,9,0,1,1,11.11,4,26,7,4.34,81,Hypertension Crisis,9,0,48375,0,0,0.17,0,0,0,37,96
30-Jan-2025,General Medicine,6,0,0,1,16.67,5.2,24,6,4.57,93,Pneumonia,6,0,31986,1,16.67,0.2,0,0,0,45,96
30-Jan-2025,General Medicine,0,50,0,0,0,0.9,12,12,3.61,65,Diabetes,0,50,75000,0,0,0.19,0,0,0,63,111
30-Jan-2025,General Medicine,0,40,0,0,0,1.1,23,10,4.84,67,Hypertension,0,40,60000,0,0,0.21,0,0,0,88,95
30-Jan-2025,General Medicine,2,5,0,0,0,4.7,24,10,4.4,80,Fever,2,5,21582,0,0,0.25,0,0,0,33,112
30-Jan-2025,General Medicine,0,44,0,0,0,1.4,18,12,3.7,87,Anemia,0,44,66000,0,0,0.28,0,0,0,73,99
30-Jan-2025,General Surgery,17,0,1,0,0,7.7,23,4,3.57,77,Appendicitis,17,0,177701,1,5.88,0.26,8,2,25,17,14
30-Jan-2025,General Surgery,4,0,0,0,0,4.2,13,10,4.28,89,Gallstones,4,0,40388,0,0,0.24,15,0,0,12,17
30-Jan-2025,General Surgery,5,0,0,1,20,4.3,15,7,4.45,70,Hernia,5,0,64155,0,0,0.23,8,0,0,8,42
30-Jan-2025,General Surgery,0,12,0,0,0,0.7,21,6,4.5,77,Wound Care,0,12,24000,0,0,0.21,11,6,54.55,21,45
30-Jan-2025,General Surgery,0,43,0,0,0,1.4,13,8,3.69,93,Surgical Consult,0,43,86000,0,0,0.27,14,6,42.86,15,59
30-Jan-2025,General Surgery,20,0,3,2,10,4.5,19,7,3.65,85,Post-op Infection,20,0,295080,0,0,0.17,6,4,66.67,24,29
30-Jan-2025,Nephrology,19,0,2,2,10.53,3.2,25,6,3.7,91,CKD,19,0,165129,2,10.53,0.21,0,0,0,15,9
30-Jan-2025,Nephrology,13,0,1,2,15.38,7.1,14,11,4.02,75,AKI,13,0,141466,1,7.69,0.26,0,0,0,19,5
30-Jan-2025,Nephrology,0,40,0,0,0,1,26,5,3.67,82,Hemodialysis,0,40,72000,0,0,0.24,0,0,0,14,44
30-Jan-2025,Nephrology,2,9,0,0,0,3.5,28,5,4.32,80,UTI,2,9,39436,1,50,0.21,0,0,0,15,50
30-Jan-2025,Nephrology,19,0,1,1,5.26,3.8,27,8,4.54,77,Renal Calculi,19,0,221274,2,10.53,0.3,0,0,0,11,22
30-Jan-2025,Nephrology,0,27,0,0,0,1.2,26,4,3.98,67,Follow-up Nephropathy,0,27,48600,0,0,0.28,0,0,0,25,59
30-Jan-2025,Neurology,19,0,1,1,5.26,3.5,19,9,4.34,65,Stroke,19,0,265468,1,5.26,0.17,0,0,0,24,18
30-Jan-2025,Neurology,4,14,0,1,25,5.1,14,11,4.69,78,Epilepsy,4,14,86660,1,25,0.25,0,0,0,17,6
30-Jan-2025,Neurology,0,39,0,0,0,1.6,27,8,4.23,76,Migraine,0,39,85800,0,0,0.18,0,0,0,11,8
30-Jan-2025,Neurology,0,28,0,0,0,0.5,19,8,4.61,71,Neuropathy,0,28,61600,0,0,0.19,0,0,0,19,50
30-Jan-2025,Neurology,6,0,0,0,0,6.9,17,7,4.16,78,Meningitis,6,0,58626,1,16.67,0.18,0,0,0,6,13
30-Jan-2025,Neurology,0,50,0,0,0,0.8,17,4,4.43,94,Parkinsonism,0,50,110000,0,0,0.3,0,0,0,6,30
30-Jan-2025,Gynecology & OBG,12,0,2,2,16.67,5.9,13,6,3.81,76,Normal Delivery,12,0,115428,1,8.33,0.31,7,1,14.29,22,23
30-Jan-2025,Gynecology & OBG,11,0,1,1,9.09,3.3,15,5,4.21,70,C-Section,11,0,129811,1,9.09,0.24,7,6,85.71,18,29
30-Jan-2025,Gynecology & OBG,0,22,0,0,0,1.4,15,4,3.84,72,PCOS,0,22,44000,0,0,0.18,12,4,33.33,22,44
30-Jan-2025,Gynecology & OBG,0,10,0,0,0,0.7,22,10,3.7,69,Antenatal Checkup,0,10,20000,0,0,0.24,14,6,42.86,16,42
30-Jan-2025,Gynecology & OBG,12,0,1,1,8.33,6.2,21,11,4.28,70,Fibroid Uterus,12,0,92364,1,8.33,0.25,13,5,38.46,6,26
30-Jan-2025,Gynecology & OBG,0,24,0,0,0,1.4,23,9,4.74,68,Menstrual Disorder,0,24,48000,0,0,0.25,8,7,87.5,16,46
30-Jan-2025,Pediatrics,10,8,0,1,10,7.8,20,12,3.85,85,Asthma,10,8,86920,0,0,0.27,0,0,0,36,110
30-Jan-2025,Pediatrics,0,38,0,0,0,1.4,21,9,4.57,72,Fever,0,38,60800,0,0,0.26,0,0,0,58,59
30-Jan-2025,Pediatrics,8,18,1,1,12.5,5.3,15,5,4.23,95,Diarrhea,8,18,85800,0,0,0.21,0,0,0,72,47
30-Jan-2025,Pediatrics,15,0,1,1,6.67,4.5,22,12,3.69,93,Pneumonia,15,0,117645,1,6.67,0.23,0,0,0,48,106
30-Jan-2025,Pediatrics,13,0,2,1,7.69,6.5,21,11,3.64,94,Malnutrition,13,0,98917,0,0,0.24,0,0,0,68,40
30-Jan-2025,Pediatrics,0,10,0,0,0,1.7,26,4,3.61,94,Anemia,0,10,16000,0,0,0.18,0,0,0,59,58
30-Jan-2025,Orthopedics,4,0,0,1,25,4.7,14,4,3.63,85,Fracture,4,0,66160,1,25,0.31,8,2,25,15,55
30-Jan-2025,Orthopedics,0,16,0,0,0,1,17,5,4.82,95,Osteoarthritis,0,16,33600,0,0,0.16,5,3,60,9,45
30-Jan-2025,Orthopedics,0,16,0,0,0,1.4,17,11,3.72,76,Back Pain,0,16,33600,0,0,0.31,8,3,37.5,17,32
30-Jan-2025,Orthopedics,4,0,0,1,25,5.6,24,5,4.17,83,Joint Replacement,4,0,58940,1,25,0.32,13,5,38.46,24,46
30-Jan-2025,Orthopedics,12,12,1,2,16.67,5.5,21,12,4.29,70,Sports Injury,12,12,226512,0,0,0.18,6,3,50,10,51
30-Jan-2025,Orthopedics,6,0,0,1,16.67,6.2,19,9,3.95,92,Spinal Disorder,6,0,72594,1,16.67,0.27,13,1,7.69,16,44
30-Jan-2025,Cardiology,10,0,1,0,0,3.2,27,5,4.67,91,Myocardial Infarction,10,0,159130,1,10,0.28,0,0,0,59,57
30-Jan-2025,Cardiology,6,0,0,1,16.67,6.7,22,6,4.58,94,Heart Failure,6,0,111090,0,0,0.21,0,0,0,83,90
30-Jan-2025,Cardiology,6,12,0,0,0,3.6,24,8,4.23,76,Arrhythmia,6,12,157476,0,0,0.21,0,0,0,31,37
30-Jan-2025,Cardiology,0,23,0,0,0,1,12,10,3.51,90,Hypertension,0,23,57500,0,0,0.29,0,0,0,34,53
30-Jan-2025,Cardiology,0,13,0,0,0,0.8,23,8,4.78,75,Stable Angina,0,13,32500,0,0,0.16,0,0,0,29,13
30-Jan-2025,Cardiology,0,18,0,0,0,0.9,25,11,3.62,86,Dyslipidemia,0,18,45000,0,0,0.25,0,0,0,31,33
30-Jan-2025,Pulmonology,14,0,0,2,14.29,6.3,25,7,4.11,79,COPD,14,0,150794,1,7.14,0.22,0,0,0,60,58
30-Jan-2025,Pulmonology,11,0,1,1,9.09,6,21,4,4.67,77,Pneumonia,11,0,105930,1,9.09,0.21,0,0,0,27,86
30-Jan-2025,Pulmonology,4,21,0,0,0,3.3,28,11,3.87,65,Asthma,4,21,64584,1,25,0.17,0,0,0,47,115
30-Jan-2025,Pulmonology,0,31,0,0,0,1.3,16,8,4.54,74,Bronchitis,0,31,52700,0,0,0.24,0,0,0,29,22
30-Jan-2025,Pulmonology,9,0,1,1,11.11,7.1,23,12,3.54,77,Tuberculosis,9,0,87372,1,11.11,0.23,0,0,0,58,120
30-Jan-2025,Pulmonology,0,40,0,0,0,0.9,17,12,4.42,92,Allergic Rhinitis,0,40,68000,0,0,0.32,0,0,0,41,107
31-Jan-2025,General Medicine,10,0,0,0,0,5.5,19,11,4.3,86,Sepsis,10,0,75130,0,0,0.2,0,0,0,52,92
31-Jan-2025,General Medicine,11,0,1,1,9.09,6.5,20,4,4.04,90,Hypertension Crisis,11,0,69630,1,9.09,0.32,0,0,0,75,64
31-Jan-2025,General Medicine,17,0,1,1,5.88,4.8,23,9,3.88,83,Pneumonia,17,0,109055,2,11.76,0.31,0,0,0,87,87
31-Jan-2025,General Medicine,0,19,0,0,0,1.3,18,12,3.51,73,Diabetes,0,19,28500,0,0,0.18,0,0,0,62,22
31-Jan-2025,General Medicine,0,15,0,0,0,1.2,13,9,4.38,74,Hypertension,0,15,22500,0,0,0.16,0,0,0,77,54
31-Jan-2025,General Medicine,12,15,1,2,16.67,4.2,12,7,3.57,71,Fever,12,15,92508,1,8.33,0.29,0,0,0,76,51
31-Jan-2025,General Medicine,0,23,0,0,0,0.9,15,10,4.55,71,Anemia,0,23,34500,0,0,0.27,0,0,0,63,99
31-Jan-2025,General Surgery,12,0,2,2,16.67,3.5,22,8,3.64,80,Appendicitis,12,0,158952,1,8.33,0.26,9,6,66.67,7,6
31-Jan-2025,General Surgery,13,0,1,0,0,5.6,21,5,3.83,93,Gallstones,13,0,136630,1,7.69,0.24,10,2,20,10,37
31-Jan-2025,General Surgery,6,0,0,1,16.67,3.3,14,7,4.83,93,Hernia,6,0,73236,1,16.67,0.3,12,8,66.67,22,28
31-Jan-2025,General Surgery,0,31,0,0,0,0.7,27,12,4,84,Wound Care,0,31,62000,0,0,0.22,6,1,16.67,25,38
31-Jan-2025,General Surgery,0,26,0,0,0,1.2,16,7,3.66,70,Surgical Consult,0,26,52000,0,0,0.21,8,5,62.5,14,23
31-Jan-2025,General Surgery,15,0,1,1,6.67,3.4,24,5,4.49,74,Post-op Infection,15,0,224235,0,0,0.27,15,3,20,21,29
31-Jan-2025,Nephrology,8,0,0,1,12.5,3.5,24,11,4.04,77,CKD,8,0,93128,0,0,0.26,0,0,0,14,45
31-Jan-2025,Nephrology,17,0,1,1,5.88,3.4,21,11,3.75,92,AKI,17,0,180727,0,0,0.27,0,0,0,14,47
31-Jan-2025,Nephrology,0,10,0,0,0,1.2,19,11,4.73,89,Hemodialysis,0,10,18000,0,0,0.3,0,0,0,19,23
31-Jan-2025,Nephrology,2,10,0,1,50,4.2,26,5,4.49,73,UTI,2,10,39946,1,50,0.21,0,0,0,9,7
31-Jan-2025,Nephrology,18,0,2,1,5.56,4.8,17,9,4.59,82,Renal Calculi,18,0,162864,1,5.56,0.26,0,0,0,18,51
31-Jan-2025,Nephrology,0,50,0,0,0,0.7,12,6,4.83,91,Follow-up Nephropathy,0,50,90000,0,0,0.19,0,0,0,16,45
31-Jan-2025,Neurology,10,0,1,1,10,5.1,14,6,4.51,81,Stroke,10,0,124110,0,0,0.28,0,0,0,15,17
31-Jan-2025,Neurology,11,16,1,1,9.09,5.5,14,6,4.07,86,Epilepsy,11,16,143781,0,0,0.24,0,0,0,24,16
31-Jan-2025,Neurology,0,42,0,0,0,1.3,21,8,4.43,79,Migraine,0,42,92400,0,0,0.17,0,0,0,18,12
31-Jan-2025,Neurology,0,35,0,0,0,0.6,27,11,4.64,69,Neuropathy,0,35,77000,0,0,0.32,0,0,0,24,12
31-Jan-2025,Neurology,9,0,1,0,0,4.6,13,11,4.31,87,Meningitis,9,0,105282,0,0,0.27,0,0,0,7,56
31-Jan-2025,Neurology,0,33,0,0,0,0.6,23,11,4.29,86,Parkinsonism,0,33,72600,0,0,0.3,0,0,0,21,50
31-Jan-2025,Gynecology & OBG,16,0,1,2,12.5,7,16,4,4.09,78,Normal Delivery,16,0,157632,0,0,0.2,8,8,100,19,45
31-Jan-2025,Gynecology & OBG,7,0,0,0,0,7.2,25,6,4.45,80,C-Section,7,0,77896,1,14.29,0.28,8,3,37.5,20,38
31-Jan-2025,Gynecology & OBG,0,16,0,0,0,0.6,27,10,4.65,88,PCOS,0,16,32000,0,0,0.19,5,4,80,9,51
31-Jan-2025,Gynecology & OBG,0,23,0,0,0,2,16,4,3.81,69,Antenatal Checkup,0,23,46000,0,0,0.29,6,3,50,25,11
31-Jan-2025,Gynecology & OBG,14,0,1,2,14.29,6,13,10,3.82,79,Fibroid Uterus,14,0,123592,2,14.29,0.2,14,5,35.71,7,17
31-Jan-2025,Gynecology & OBG,0,44,0,0,0,1.1,14,10,3.77,70,Menstrual Disorder,0,44,88000,0,0,0.16,14,14,100,24,9
31-Jan-2025,Pediatrics,8,19,0,1,12.5,6.5,16,6,3.6,69,Asthma,8,19,101160,0,0,0.23,0,0,0,43,82
31-Jan-2025,Pediatrics,0,12,0,0,0,1.6,20,12,3.59,84,Fever,0,12,19200,0,0,0.24,0,0,0,75,98
31-Jan-2025,Pediatrics,7,24,0,0,0,5.6,20,12,4.72,86,Diarrhea,7,24,82423,1,14.29,0.21,0,0,0,31,50
31-Jan-2025,Pediatrics,17,0,2,1,5.88,3.6,16,7,3.88,85,Pneumonia,17,0,134980,0,0,0.2,0,0,0,77,59
31-Jan-2025,Pediatrics,8,0,0,0,0,7.1,26,6,4.4,69,Malnutrition,8,0,49616,0,0,0.28,0,0,0,26,96
31-Jan-2025,Pediatrics,0,28,0,0,0,1.9,13,5,4.13,85,Anemia,0,28,44800,0,0,0.23,0,0,0,89,119
31-Jan-2025,Orthopedics,10,0,0,1,10,7.1,14,6,3.71,94,Fracture,10,0,167050,1,10,0.3,5,2,40,22,53
31-Jan-2025,Orthopedics,0,19,0,0,0,1.1,16,5,3.55,84,Osteoarthritis,0,19,39900,0,0,0.26,6,6,100,21,20
31-Jan-2025,Orthopedics,0,22,0,0,0,1.7,19,4,3.61,71,Back Pain,0,22,46200,0,0,0.27,15,7,46.67,5,14
31-Jan-2025,Orthopedics,4,0,0,1,25,5.7,16,10,4.8,81,Joint Replacement,4,0,58820,1,25,0.24,5,1,20,13,11
31-Jan-2025,Orthopedics,9,15,1,1,11.11,7.4,19,4,4.69,76,Sports Injury,9,15,160488,0,0,0.17,5,0,0,9,21
31-Jan-2025,Orthopedics,17,0,2,1,5.88,6.2,18,6,3.93,86,Spinal Disorder,17,0,233631,2,11.76,0.31,14,0,0,17,5
31-Jan-2025,Cardiology,13,0,0,1,7.69,7.1,26,7,4.04,69,Myocardial Infarction,13,0,263419,0,0,0.31,0,0,0,40,110
31-Jan-2025,Cardiology,17,0,2,1,5.88,4.8,13,6,4.41,73,Heart Failure,17,0,370158,0,0,0.29,0,0,0,32,10
31-Jan-2025,Cardiology,10,23,0,0,0,3.1,20,10,3.52,79,Arrhythmia,10,23,213500,0,0,0.31,0,0,0,51,95
31-Jan-2025,Cardiology,0,32,0,0,0,0.6,20,10,4.47,84,Hypertension,0,32,80000,0,0,0.18,0,0,0,90,115
31-Jan-2025,Cardiology,0,14,0,0,0,1.7,14,9,4.03,82,Stable Angina,0,14,35000,0,0,0.18,0,0,0,76,88
31-Jan-2025,Cardiology,0,36,0,0,0,1.8,26,5,4.58,79,Dyslipidemia,0,36,90000,0,0,0.32,0,0,0,30,89
31-Jan-2025,Pulmonology,14,0,2,0,0,3.9,22,4,3.65,79,COPD,14,0,155708,2,14.29,0.29,0,0,0,68,49
31-Jan-2025,Pulmonology,15,0,2,1,6.67,4.6,28,5,4.07,94,Pneumonia,15,0,133500,2,13.33,0.3,0,0,0,32,11
31-Jan-2025,Pulmonology,3,19,0,0,0,3.8,21,8,4.56,65,Asthma,3,19,54815,0,0,0.28,0,0,0,77,75
31-Jan-2025,Pulmonology,0,14,0,0,0,0.5,22,12,4.58,74,Bronchitis,0,14,23800,0,0,0.23,0,0,0,45,58
31-Jan-2025,Pulmonology,5,0,0,1,20,6.1,16,5,4.49,65,Tuberculosis,5,0,42995,1,20,0.31,0,0,0,55,120
31-Jan-2025,Pulmonology,0,37,0,0,0,0.7,15,4,4,95,Allergic Rhinitis,0,37,62900,0,0,0.33,0,0,0,83,73
1-Feb-2025,General Medicine,20,0,2,1,5,6.1,17,11,4.48,79,Sepsis,20,0,156460,1,5,0.2,0,0,0,83,79
1-Feb-2025,General Medicine,16,0,2,0,0,5.7,14,5,4.67,88,Hypertension Crisis,16,0,105728,0,0,0.19,0,0,0,66,90
1-Feb-2025,General Medicine,6,0,0,1,16.67,3.8,19,4,4.08,83,Pneumonia,6,0,41646,1,16.67,0.19,0,0,0,33,16
1-Feb-2025,General Medicine,0,39,0,0,0,0.8,13,7,3.98,67,Diabetes,0,39,58500,0,0,0.25,0,0,0,73,102
1-Feb-2025,General Medicine,0,28,0,0,0,1.8,24,4,4.33,73,Hypertension,0,28,42000,0,0,0.27,0,0,0,40,55
1-Feb-2025,General Medicine,2,16,0,1,50,7,18,10,4.13,69,Fever,2,16,38680,0,0,0.18,0,0,0,51,114
1-Feb-2025,General Medicine,0,50,0,0,0,1.1,23,11,4.8,75,Anemia,0,50,75000,0,0,0.16,0,0,0,49,16
1-Feb-2025,General Surgery,7,0,0,0,0,7.6,15,10,4.6,74,Appendicitis,7,0,92141,1,14.29,0.28,5,3,60,20,28
1-Feb-2025,General Surgery,12,0,1,2,16.67,5.1,16,8,3.7,88,Gallstones,12,0,151380,1,8.33,0.16,9,6,66.67,10,30
1-Feb-2025,General Surgery,20,0,2,2,10,4.6,12,10,4.49,66,Hernia,20,0,245940,3,15,0.24,9,6,66.67,16,53
1-Feb-2025,General Surgery,0,33,0,0,0,1.5,12,6,3.96,84,Wound Care,0,33,66000,0,0,0.2,12,9,75,15,10
1-Feb-2025,General Surgery,0,34,0,0,0,1.7,14,6,4.19,82,Surgical Consult,0,34,68000,0,0,0.21,5,4,80,17,5
1-Feb-2025,General Surgery,19,0,3,2,10.53,5.2,21,9,4.28,86,Post-op Infection,19,0,241604,0,0,0.22,9,1,11.11,15,55
1-Feb-2025,Nephrology,10,0,1,0,0,6.7,13,11,4.07,90,CKD,10,0,84780,0,0,0.18,0,0,0,21,34
1-Feb-2025,Nephrology,20,0,1,3,15,5.7,27,5,4.73,73,AKI,20,0,225320,1,5,0.28,0,0,0,12,31
1-Feb-2025,Nephrology,0,21,0,0,0,0.8,22,5,4.46,70,Hemodialysis,0,21,37800,0,0,0.23,0,0,0,14,19
1-Feb-2025,Nephrology,2,19,0,1,50,6.4,19,7,4.78,84,UTI,2,19,50694,1,50,0.17,0,0,0,10,49
1-Feb-2025,Nephrology,7,0,1,0,0,6.8,15,10,4.11,76,Renal Calculi,7,0,80150,1,14.29,0.3,0,0,0,11,44
1-Feb-2025,Nephrology,0,18,0,0,0,1.3,24,12,4.7,91,Follow-up Nephropathy,0,18,32400,0,0,0.33,0,0,0,16,21
1-Feb-2025,Neurology,17,0,3,2,11.76,6.8,27,9,4.21,86,Stroke,17,0,169507,2,11.76,0.27,0,0,0,9,25
1-Feb-2025,Neurology,5,21,0,0,0,4.7,27,12,4.34,78,Epilepsy,5,21,99685,0,0,0.22,0,0,0,20,37
1-Feb-2025,Neurology,0,27,0,0,0,1.9,12,6,3.66,91,Migraine,0,27,59400,0,0,0.24,0,0,0,17,47
1-Feb-2025,Neurology,0,42,0,0,0,1.2,15,12,4.37,90,Neuropathy,0,42,92400,0,0,0.25,0,0,0,19,8
1-Feb-2025,Neurology,18,0,2,3,16.67,4.5,22,6,4.37,89,Meningitis,18,0,188532,0,0,0.23,0,0,0,18,25
1-Feb-2025,Neurology,0,42,0,0,0,1.2,19,7,4.21,84,Parkinsonism,0,42,92400,0,0,0.29,0,0,0,14,29
1-Feb-2025,Gynecology & OBG,14,0,1,1,7.14,3.7,23,7,4.08,73,Normal Delivery,14,0,143038,1,7.14,0.25,8,1,12.5,24,43
1-Feb-2025,Gynecology & OBG,3,0,0,0,0,6,21,12,3.55,89,C-Section,3,0,31839,0,0,0.31,7,2,28.57,17,45
1-Feb-2025,Gynecology & OBG,0,33,0,0,0,1.9,19,9,4.46,66,PCOS,0,33,66000,0,0,0.24,14,0,0,21,23
1-Feb-2025,Gynecology & OBG,0,39,0,0,0,2,24,5,4.25,88,Antenatal Checkup,0,39,78000,0,0,0.29,6,5,83.33,6,54
1-Feb-2025,Gynecology & OBG,17,0,3,2,11.76,4.5,15,11,4.83,93,Fibroid Uterus,17,0,179554,0,0,0.23,15,1,6.67,14,24
1-Feb-2025,Gynecology & OBG,0,15,0,0,0,0.7,16,4,4.3,72,Menstrual Disorder,0,15,30000,0,0,0.19,15,13,86.67,21,22
1-Feb-2025,Pediatrics,9,20,1,1,11.11,4.2,23,10,4.53,66,Asthma,9,20,104504,0,0,0.16,0,0,0,64,45
1-Feb-2025,Pediatrics,0,17,0,0,0,0.8,25,9,4.31,67,Fever,0,17,27200,0,0,0.23,0,0,0,89,86
1-Feb-2025,Pediatrics,2,23,0,1,50,7.5,19,9,4.45,93,Diarrhea,2,23,49640,0,0,0.16,0,0,0,66,107
1-Feb-2025,Pediatrics,16,0,0,0,0,7.8,25,12,4.33,94,Pneumonia,16,0,122032,2,12.5,0.2,0,0,0,60,75
1-Feb-2025,Pediatrics,19,0,2,0,0,6.8,22,6,4.13,70,Malnutrition,19,0,173204,1,5.26,0.25,0,0,0,53,108
1-Feb-2025,Pediatrics,0,46,0,0,0,0.8,20,7,3.68,66,Anemia,0,46,73600,0,0,0.25,0,0,0,25,39
1-Feb-2025,Orthopedics,13,0,1,2,15.38,6.9,17,4,4.48,69,Fracture,13,0,163774,0,0,0.23,9,8,88.89,19,49
1-Feb-2025,Orthopedics,0,25,0,0,0,1.9,20,5,4.05,77,Osteoarthritis,0,25,52500,0,0,0.3,5,0,0,16,49
1-Feb-2025,Orthopedics,0,12,0,0,0,1.4,15,7,4.25,82,Back Pain,0,12,25200,0,0,0.25,5,3,60,22,32
1-Feb-2025,Orthopedics,17,0,2,0,0,4.9,21,4,4.73,86,Joint Replacement,17,0,272187,2,11.76,0.29,11,0,0,20,20
